year,month,day,home_team,away_team,home_score,away_score,tournament,country,neutral
1913,3,3,Wales,Scotland,0,0,British Championship,Wales,FALSE
1913,3,9,Belgium,Netherlands,3,3,Friendly,Belgium,FALSE
1913,3,9,Switzerland,France,1,4,Friendly,Switzerland,FALSE
1913,3,15,Ireland,Scotland,1,2,British Championship,Ireland,FALSE
1913,3,17,England,Wales,4,3,British Championship,England,FALSE
1913,3,21,Germany,England,0,3,Friendly,Germany,FALSE
1913,3,24,Netherlands,England,2,1,Friendly,Netherlands,FALSE
1913,4,5,England,Scotland,1,0,British Championship,England,FALSE
1913,4,20,Netherlands,Belgium,2,4,Friendly,Netherlands,FALSE
1913,4,20,France,Luxembourg,8,0,Friendly,France,FALSE
1913,4,27,Argentina,Uruguay,0,0,Friendly,Argentina,FALSE
1913,4,27,Uruguay,Argentina,4,0,Friendly,Uruguay,FALSE
1913,4,27,Austria,Hungary,1,4,Friendly,Austria,FALSE
1913,5,1,Italy,Belgium,1,0,Friendly,Italy,FALSE
1913,5,4,Switzerland,Belgium,1,2,Friendly,Switzerland,FALSE
1913,5,4,Russia,Sweden,1,4,Friendly,Russia,FALSE
1913,5,18,Hungary,Sweden,2,0,Friendly,Hungary,FALSE
1913,5,18,Germany,Switzerland,1,2,Friendly,Germany,FALSE
1913,5,25,Denmark,Sweden,8,0,Friendly,Denmark,FALSE
1913,6,8,Sweden,Norway,9,0,Friendly,Sweden,FALSE
1913,6,15,Argentina,Uruguay,1,1,Friendly tournament,Argentina,FALSE
1913,6,15,Austria,Italy,2,0,Friendly,Austria,FALSE
1913,7,9,Argentina,Uruguay,2,1,Friendly tournament,Argentina,FALSE
1913,7,13,Argentina,Uruguay,3,3,Friendly,Argentina,FALSE
1913,7,13,Uruguay,Argentina,5,4,Friendly,Uruguay,FALSE
1913,8,15,Argentina,Uruguay,4,0,Lipton Cup,Argentina,FALSE
1913,8,31,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Argentina,FALSE
1913,9,14,Russia,Norway,1,1,Friendly,Russia,FALSE
1913,9,21,Chile,Argentina,0,2,Friendly,Chile,FALSE
1913,9,28,Argentina,Uruguay,4,0,Copa C­rculo de la Prensa,Argentina,FALSE
1913,10,5,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Uruguay,FALSE
1913,10,5,Sweden,Denmark,0,10,Friendly,Sweden,FALSE
1913,10,26,Uruguay,Argentina,1,0,Newton Cup,Uruguay,FALSE
1913,10,26,Hungary,Austria,4,3,Friendly,Hungary,FALSE
1913,10,26,Germany,Denmark,1,4,Friendly,Germany,FALSE
1913,10,26,Norway,Sweden,1,1,Friendly,Norway,FALSE
1913,11,2,Belgium,Switzerland,2,0,Friendly,Belgium,FALSE
1913,11,15,England,Netherlands,2,1,Friendly,England,FALSE
1913,11,23,Belgium,Germany,6,2,Friendly,Belgium,FALSE
1914,1,11,Italy,Austria,0,0,Friendly,Italy,FALSE
1914,1,19,Wales,Ireland,1,2,British Championship,Wales,FALSE
1914,1,25,France,Belgium,4,3,Friendly,France,FALSE
1914,2,8,Luxembourg,France,5,4,Friendly,Luxembourg,FALSE
1914,2,14,England,Ireland,0,3,British Championship,England,FALSE
1914,2,24,Belgium,England,1,8,Friendly,Belgium,FALSE
1914,2,28,Argentina,Uruguay,1,1,Friendly,Argentina,FALSE
1914,2,28,Scotland,Wales,0,0,British Championship,Scotland,FALSE
1914,3,8,France,Switzerland,2,2,Friendly,France,FALSE
1914,3,14,Ireland,Scotland,1,1,British Championship,Ireland,FALSE
1914,3,15,Belgium,Netherlands,2,4,Friendly,Belgium,FALSE
1914,3,16,Wales,England,0,2,British Championship,Wales,FALSE
1914,3,29,Italy,France,2,0,Friendly,Italy,FALSE
1914,4,4,Scotland,England,3,1,British Championship,Scotland,FALSE
1914,4,5,Italy,Switzerland,1,1,Friendly,Italy,FALSE
1914,4,5,Netherlands,Germany,4,4,Friendly,Netherlands,FALSE
1914,4,26,Netherlands,Belgium,4,2,Friendly,Netherlands,FALSE
1914,5,3,Austria,Hungary,2,0,Friendly,Austria,FALSE
1914,5,17,Switzerland,Italy,0,1,Friendly,Switzerland,FALSE
1914,5,17,Denmark,Netherlands,4,3,Friendly,Denmark,FALSE
1914,5,24,Sweden,Finland,4,3,Friendly,Sweden,FALSE
1914,5,31,Hungary,France,5,1,Friendly,Hungary,FALSE
1914,6,5,Denmark,England,3,0,Friendly,Denmark,FALSE
1914,6,10,Sweden,England,1,5,Friendly,Sweden,FALSE
1914,6,19,Sweden,Hungary,1,5,Friendly,Sweden,FALSE
1914,6,21,Sweden,Hungary,1,1,Friendly,Sweden,FALSE
1914,6,28,Norway,Sweden,0,1,Friendly,Norway,FALSE
1914,7,5,Sweden,Russia,2,2,Friendly,Sweden,FALSE
1914,7,12,Norway,Russia,1,1,Friendly,Norway,FALSE
1914,8,30,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Uruguay,FALSE
1914,9,13,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,FALSE
1914,9,20,Argentina,Brazil,3,0,Friendly,Argentina,FALSE
1914,9,27,Argentina,Brazil,0,1,Roca Cup,Argentina,FALSE
1914,10,4,Hungary,Austria,2,2,Friendly,Hungary,FALSE
1914,10,25,Sweden,Norway,7,0,Friendly,Sweden,FALSE
1914,11,8,Austria,Hungary,1,2,Friendly,Austria,FALSE
1914,11,15,Uruguay,Argentina,3,2,Friendly,Uruguay,FALSE
1914,11,22,Argentina,Uruguay,3,0,Friendly,Argentina,FALSE
1915,1,31,Italy,Switzerland,3,1,Friendly,Italy,FALSE
1915,3,28,Argentina,Uruguay,0,0,Friendly,Argentina,FALSE
1915,5,2,Hungary,Austria,2,5,Friendly,Hungary,FALSE
1915,5,17,China,Philippines,1,0,Far Eastern Games,China,FALSE
1915,5,18,China,Philippines,0,0,Far Eastern Games,China,FALSE
1915,5,20,China,Philippines,1,1,Far Eastern Games,China,FALSE
1915,5,30,Austria,Hungary,1,2,Friendly,Austria,FALSE
1915,6,6,Denmark,Sweden,2,0,Friendly,Denmark,FALSE
1915,6,27,Norway,Sweden,1,1,Friendly,Norway,FALSE
1915,7,18,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Uruguay,FALSE
1915,8,15,Argentina,Uruguay,2,1,Lipton Cup,Argentina,FALSE
1915,8,17,Suriname,British Guiana,0,5,Friendly,Suriname,FALSE
1915,9,12,Uruguay,Argentina,2,0,Newton Cup,Uruguay,FALSE
1915,9,19,Denmark,Norway,8,1,Friendly,Denmark,FALSE
1915,10,3,Austria,Hungary,4,2,Friendly,Austria,FALSE
1915,10,24,Sweden,Norway,5,2,Friendly,Sweden,FALSE
1915,10,31,Sweden,Denmark,0,2,Friendly,Sweden,FALSE
1915,11,7,Hungary,Austria,6,2,Friendly,Hungary,FALSE
1916,3,12,France,Belgium,1,4,Friendly,France,FALSE
1916,5,7,Austria,Hungary,3,1,Friendly,Austria,FALSE
1916,6,4,Hungary,Austria,2,1,Friendly,Hungary,FALSE
1916,6,4,Denmark,Sweden,2,0,Friendly,Denmark,FALSE
1916,6,25,Norway,Denmark,0,2,Friendly,Norway,FALSE
1916,7,2,Uruguay,Chile,4,0,South American Champ,Argentina,TRUE
1916,7,2,Sweden,Norway,6,0,Friendly,Sweden,FALSE
1916,7,6,Argentina,Chile,6,1,South American Champ,Argentina,FALSE
1916,7,8,Brazil,Chile,1,1,South American Champ,Argentina,TRUE
1916,7,10,Argentina,Brazil,1,1,South American Champ,Argentina,FALSE
1916,7,12,Uruguay,Brazil,2,1,South American Champ,Argentina,TRUE
1916,7,12,Argentina,Chile,1,0,Friendly,Argentina,FALSE
1916,7,14,Uruguay,Chile,4,1,Friendly,Uruguay,FALSE
1916,7,17,Argentina,Uruguay,0,0,South American Champ,Argentina,FALSE
1916,7,18,Uruguay,Brazil,0,1,Friendly,Uruguay,FALSE
1916,8,15,Argentina,Uruguay,3,1,Newton Cup,Argentina,FALSE
1916,8,15,Uruguay,Argentina,1,2,Lipton Cup,Uruguay,FALSE
1916,8,20,Sweden,United States,2,3,Friendly,Sweden,FALSE
1916,9,3,Norway,United States,1,1,Friendly,Norway,FALSE
1916,10,1,Argentina,Uruguay,7,2,Copa C­rculo de la Prensa,Argentina,FALSE
1916,10,1,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Uruguay,FALSE
1916,10,1,Hungary,Austria,2,3,Friendly,Hungary,FALSE
1916,10,1,Norway,Sweden,0,0,Friendly,Norway,FALSE
1916,10,8,Sweden,Denmark,4,0,Friendly,Sweden,FALSE
1916,10,15,Denmark,Norway,8,0,Friendly,Denmark,FALSE
1916,10,29,Uruguay,Argentina,3,1,Copa C­rculo de la Prensa,Uruguay,FALSE
1916,11,5,Austria,Hungary,3,3,Friendly,Austria,FALSE
1917,5,6,Austria,Hungary,1,1,Friendly,Austria,FALSE
1917,5,9,Japan,China,0,5,Far Eastern Games,Japan,FALSE
1917,5,10,Japan,Philippines,2,15,Far Eastern Games,Japan,FALSE
1917,5,11,China,Philippines,3,0,Far Eastern Games,Japan,TRUE
1917,6,3,Hungary,Austria,6,2,Friendly,Hungary,FALSE
1917,6,3,Italy,Belgium,3,4,Friendly,Italy,FALSE
1917,6,3,Denmark,Sweden,1,1,Friendly,Denmark,FALSE
1917,6,17,Norway,Denmark,1,2,Friendly,Norway,FALSE
1917,7,15,Austria,Hungary,1,4,Friendly,Austria,FALSE
1917,7,18,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Uruguay,FALSE
1917,8,15,Argentina,Uruguay,1,0,Lipton Cup,Argentina,FALSE
1917,8,19,Sweden,Norway,3,3,Friendly,Sweden,FALSE
1917,9,2,Uruguay,Argentina,1,0,Newton Cup,Uruguay,FALSE
1917,9,16,Norway,Sweden,0,2,Friendly,Norway,FALSE
1917,9,30,Uruguay,Chile,4,0,South American Champ,Uruguay,FALSE
1917,10,3,Argentina,Brazil,4,2,South American Champ,Uruguay,TRUE
1917,10,6,Argentina,Chile,1,0,South American Champ,Uruguay,TRUE
1917,10,7,Uruguay,Brazil,4,0,South American Champ,Uruguay,FALSE
1917,10,7,Hungary,Austria,2,1,Friendly,Hungary,FALSE
1917,10,7,Denmark,Norway,12,0,Friendly,Denmark,FALSE
1917,10,12,Brazil,Chile,5,0,South American Champ,Uruguay,TRUE
1917,10,14,Uruguay,Argentina,1,0,South American Champ,Uruguay,FALSE
1917,10,14,Sweden,Denmark,1,2,Friendly,Sweden,FALSE
1917,10,16,Uruguay,Brazil,3,1,Friendly,Uruguay,FALSE
1917,10,21,Argentina,Chile,1,1,Friendly,Argentina,FALSE
1917,11,4,Austria,Hungary,1,2,Friendly,Austria,FALSE
1917,12,23,Switzerland,Austria,0,1,Friendly,Switzerland,FALSE
1917,12,26,Switzerland,Austria,3,2,Friendly,Switzerland,FALSE
1918,4,14,Hungary,Austria,2,0,Friendly,Hungary,FALSE
1918,4,22,Belgium,France,5,2,Friendly,Belgium,FALSE
1918,5,9,Austria,Switzerland,5,1,Friendly,Austria,FALSE
1918,5,12,Hungary,Switzerland,2,1,Friendly,Hungary,FALSE
1918,5,26,Sweden,Norway,2,0,Friendly,Sweden,FALSE
1918,6,2,Austria,Hungary,0,2,Friendly,Austria,FALSE
1918,6,2,Denmark,Sweden,3,0,Friendly,Denmark,FALSE
1918,6,16,Norway,Denmark,3,1,Friendly,Norway,FALSE
1918,7,18,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Uruguay,FALSE
1918,7,28,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Uruguay,FALSE
1918,8,15,Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Argentina,FALSE
1918,8,25,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,FALSE
1918,9,15,Norway,Sweden,2,1,Friendly,Norway,FALSE
1918,9,20,Uruguay,Argentina,1,1,Lipton Cup,Uruguay,FALSE
1918,9,20,Italy,Belgium,1,1,Friendly,Italy,FALSE
1918,9,22,Italy,Belgium,1,1,Friendly,Italy,FALSE
1918,9,29,Argentina,Uruguay,2,0,Newton Cup,Argentina,FALSE
1918,10,6,Austria,Hungary,0,3,Friendly,Austria,FALSE
1918,10,6,Denmark,Norway,4,0,Friendly,Denmark,FALSE
1918,10,20,Sweden,Denmark,1,2,Friendly,Sweden,FALSE
1919,3,9,Belgium,France,2,2,Friendly,Belgium,FALSE
1919,3,22,Scotland,Ireland,2,1,Friendly,Scotland,FALSE
1919,4,6,Hungary,Austria,2,1,Friendly,Hungary,FALSE
1919,4,19,Ireland,Scotland,0,0,Friendly,Ireland,FALSE
1919,4,26,England,Scotland,2,2,Friendly,England,FALSE
1919,5,3,Scotland,England,3,4,Friendly,Scotland,FALSE
1919,5,11,Paraguay,Argentina,1,5,Friendly,Paraguay,FALSE
1919,5,11,Brazil,Chile,6,0,South American Champ,Brazil,FALSE
1919,5,12,Philippines,China,0,2,Far Eastern Games,Philippines,FALSE
1919,5,13,Philippines,China,2,1,Far Eastern Games,Philippines,FALSE
1919,5,13,Uruguay,Argentina,3,2,South American Champ,Brazil,TRUE
1919,5,15,Philippines,China,1,2,Far Eastern Games,Philippines,FALSE
1919,5,17,Uruguay,Chile,2,0,South American Champ,Brazil,TRUE
1919,5,18,Brazil,Argentina,3,1,South American Champ,Brazil,FALSE
1919,5,18,Paraguay,Argentina,0,3,Friendly,Paraguay,FALSE
1919,5,21,Paraguay,Argentina,1,2,Friendly,Paraguay,FALSE
1919,5,22,Argentina,Chile,4,1,South American Champ,Brazil,TRUE
1919,5,24,Paraguay,Argentina,1,2,Friendly,Paraguay,FALSE
1919,5,25,Brazil,Uruguay,2,2,South American Champ,Brazil,FALSE
1919,5,29,Brazil,Uruguay,1,0,South American Champ,Brazil,FALSE
1919,5,29,Sweden,Finland,1,0,Friendly,Sweden,FALSE
1919,6,1,Brazil,Argentina,3,3,Friendly tournament,Brazil,FALSE
1919,6,5,Denmark,Sweden,3,0,Friendly,Denmark,FALSE
1919,6,9,Netherlands,Sweden,3,1,Friendly,Netherlands,FALSE
1919,6,12,Denmark,Norway,5,1,Friendly,Denmark,FALSE
1919,6,29,Norway,Sweden,4,3,Friendly,Norway,FALSE
1919,7,18,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Uruguay,FALSE
1919,8,24,Uruguay,Argentina,2,1,Newton Cup,Uruguay,FALSE
1919,8,24,Sweden,Netherlands,4,1,Friendly,Sweden,FALSE
1919,8,31,Norway,Netherlands,1,1,Friendly,Norway,FALSE
1919,9,7,Argentina,Uruguay,1,2,Lipton Cup,Argentina,FALSE
1919,9,14,Sweden,Norway,1,5,Friendly,Sweden,FALSE
1919,9,21,Norway,Denmark,3,2,Friendly,Norway,FALSE
1919,9,28,Finland,Sweden,3,3,Friendly,Finland,FALSE
1919,10,5,Austria,Hungary,2,0,Friendly,Austria,FALSE
1919,10,11,Wales,England,2,1,Friendly,Wales,FALSE
1919,10,12,Sweden,Denmark,3,0,Friendly,Sweden,FALSE
1919,10,18,England,Wales,2,0,Friendly,England,FALSE
1919,10,19,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Argentina,FALSE
1919,10,25,Ireland,England,1,1,British Championship,Ireland,FALSE
1919,11,9,Hungary,Austria,3,2,Friendly,Hungary,FALSE
1919,12,7,Uruguay,Argentina,4,2,Copa C­rculo de la Prensa,Uruguay,FALSE
1920,1,18,Italy,France,9,4,Friendly,Italy,FALSE
1920,2,14,Ireland,Wales,2,2,British Championship,Ireland,FALSE
1920,2,17,Belgium,England,3,1,Friendly,Belgium,FALSE
1920,2,26,Wales,Scotland,1,1,British Championship,Wales,FALSE
1920,2,29,Switzerland,France,0,2,Friendly,Switzerland,FALSE
1920,3,13,Scotland,Ireland,3,0,British Championship,Scotland,FALSE
1920,3,15,England,Wales,1,2,British Championship,England,FALSE
1920,3,28,France,Belgium,2,1,Friendly,France,FALSE
1920,3,28,Switzerland,Italy,3,0,Friendly,Switzerland,FALSE
1920,4,5,France,England,0,5,Friendly,France,FALSE
1920,4,5,Netherlands,Denmark,2,0,Friendly,Netherlands,FALSE
1920,4,10,England,Scotland,5,4,British Championship,England,FALSE
1920,5,2,Austria,Hungary,2,2,Friendly,Austria,FALSE
1920,5,13,Italy,Netherlands,1,1,Friendly,Italy,FALSE
1920,5,16,Switzerland,Netherlands,2,1,Friendly,Switzerland,FALSE
1920,5,30,Sweden,Finland,4,0,Friendly,Sweden,FALSE
1920,6,6,Sweden,Switzerland,0,1,Friendly,Sweden,FALSE
1920,6,13,Norway,Denmark,1,1,Friendly,Norway,FALSE
1920,6,19,South Africa,England,1,3,Friendly,South Africa,FALSE
1920,6,26,South Africa,England,1,3,Friendly,South Africa,FALSE
1920,6,27,Switzerland,Germany,4,1,Friendly,Switzerland,FALSE
1920,6,27,Norway,Sweden,0,3,Friendly,Norway,FALSE
1920,7,17,South Africa,England,1,9,Friendly,South Africa,FALSE
1920,7,18,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Uruguay,FALSE
1920,7,25,Argentina,Uruguay,1,3,Newton Cup,Argentina,FALSE
1920,8,8,Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Argentina,FALSE
1920,8,28,Italy,Egypt,2,1,Olympic Games,Belgium,TRUE
1920,8,28,Norway,England,3,1,Olympic Games,Belgium,TRUE
1920,8,28,Netherlands,Luxembourg,3,0,Olympic Games,Belgium,TRUE
1920,8,28,Sweden,Greece,9,0,Olympic Games,Belgium,TRUE
1920,8,28,Spain,Denmark,1,0,Olympic Games,Belgium,TRUE
1920,8,28,Czechoslovakia,Yugoslavia,7,0,Olympic Games,Belgium,TRUE
1920,8,29,Belgium,Spain,3,1,Olympic Games,Belgium,FALSE
1920,8,29,France,Italy,3,1,Olympic Games,Belgium,TRUE
1920,8,29,Netherlands,Sweden,5,4,Olympic Games,Belgium,TRUE
1920,8,29,Czechoslovakia,Norway,4,0,Olympic Games,Belgium,TRUE
1920,8,31,Belgium,Netherlands,3,0,Olympic Games,Belgium,FALSE
1920,8,31,Czechoslovakia,France,4,1,Olympic Games,Belgium,TRUE
1920,8,31,Italy,Norway,2,1,Olympic Games,Belgium,TRUE
1920,9,1,Spain,Sweden,2,1,Olympic Games,Belgium,TRUE
1920,9,2,Belgium,Czechoslovakia,2,0,Olympic Games,Belgium,FALSE
1920,9,2,Spain,Italy,2,0,Olympic Games,Belgium,TRUE
1920,9,3,Egypt,Yugoslavia,4,2,Friendly,Belgium,TRUE
1920,9,5,Spain,Netherlands,3,1,Olympic Games,Belgium,TRUE
1920,9,11,Chile,Brazil,0,1,South American Champ,Chile,FALSE
1920,9,12,Argentina,Uruguay,1,1,South American Champ,Chile,TRUE
1920,9,18,Uruguay,Brazil,6,0,South American Champ,Chile,TRUE
1920,9,19,Finland,Sweden,1,0,Friendly,Finland,FALSE
1920,9,20,Chile,Argentina,1,1,South American Champ,Chile,FALSE
1920,9,25,Argentina,Brazil,2,0,South American Champ,Chile,TRUE
1920,9,26,Chile,Uruguay,1,2,South American Champ,Chile,FALSE
1920,9,26,Austria,Germany,3,2,Friendly,Austria,FALSE
1920,9,26,Sweden,Norway,0,0,Friendly,Sweden,FALSE
1920,10,6,Argentina,Brazil,3,1,Friendly,Argentina,FALSE
1920,10,10,Sweden,Denmark,0,2,Friendly,Sweden,FALSE
1920,10,17,Finland,Estonia,6,0,Friendly,Finland,FALSE
1920,10,23,England,Ireland,2,0,British Championship,England,FALSE
1920,10,24,Germany,Hungary,1,0,Friendly,Germany,FALSE
1920,11,7,Hungary,Austria,1,2,Friendly,Hungary,FALSE
1921,2,12,Scotland,Wales,2,1,British Championship,Scotland,FALSE
1921,2,20,France,Italy,1,2,Friendly,France,FALSE
1921,2,26,Northern Ireland,Scotland,0,2,British Championship,Northern Ireland,FALSE
1921,3,6,Belgium,France,3,1,Friendly,Belgium,FALSE
1921,3,6,Italy,Switzerland,2,1,Friendly,Italy,FALSE
1921,3,14,Wales,England,0,0,British Championship,Wales,FALSE
1921,3,26,Austria,Sweden,2,2,Friendly,Austria,FALSE
1921,3,28,Netherlands,Switzerland,2,0,Friendly,Netherlands,FALSE
1921,4,7,Paraguay,Argentina,3,1,Friendly,Paraguay,FALSE
1921,4,9,Scotland,England,3,0,British Championship,Scotland,FALSE
1921,4,9,Wales,Northern Ireland,2,1,British Championship,Wales,FALSE
1921,4,14,Paraguay,Argentina,2,2,Friendly,Paraguay,FALSE
1921,4,24,Austria,Hungary,4,1,Friendly,Austria,FALSE
1921,5,1,Switzerland,Austria,2,2,Friendly,Switzerland,FALSE
1921,5,5,Germany,Austria,3,3,Friendly,Germany,FALSE
1921,5,5,Belgium,Italy,2,3,Friendly,Belgium,FALSE
1921,5,8,Netherlands,Italy,2,2,Friendly,Netherlands,FALSE
1921,5,15,Belgium,Netherlands,1,1,Friendly,Belgium,FALSE
1921,5,21,Belgium,England,0,2,Friendly,Belgium,FALSE
1921,5,25,Norway,Finland,3,2,Friendly,Norway,FALSE
1921,5,29,Sweden,Finland,0,3,Friendly,Sweden,FALSE
1921,5,30,Philippines,Japan,3,1,Far Eastern Games,China,TRUE
1921,5,31,China,Philippines,1,0,Far Eastern Games,China,FALSE
1921,6,1,China,Japan,4,0,Far Eastern Games,China,FALSE
1921,6,3,China,Japan,3,0,Friendly tournament,China,FALSE
1921,6,5,Hungary,Germany,3,0,Friendly,Hungary,FALSE
1921,6,12,Denmark,Netherlands,1,1,Friendly,Denmark,FALSE
1921,6,19,Norway,Sweden,3,1,Friendly,Norway,FALSE
1921,7,22,Estonia,Sweden,0,0,Friendly,Estonia,FALSE
1921,7,24,Sweden,Austria,1,3,Friendly,Sweden,FALSE
1921,7,31,Finland,Austria,2,3,Friendly,Finland,FALSE
1921,8,28,Suriname,British Guiana,1,2,Friendly,Suriname,FALSE
1921,8,28,Estonia,Finland,0,3,Friendly,Estonia,FALSE
1921,9,14,Costa Rica,El Salvador,7,0,C American Indep Cent Cup,Guatemala,TRUE
1921,9,14,Guatemala,Honduras,9,0,C American Indep Cent Cup,Guatemala,FALSE
1921,9,18,Guatemala,Costa Rica,0,6,C American Indep Cent Cup,Guatemala,FALSE
1921,9,18,Finland,Germany,3,3,Friendly,Finland,FALSE
1921,9,18,Sweden,Norway,0,3,Friendly,Sweden,FALSE
1921,9,25,Chile,Argentina,1,4,Friendly,Chile,FALSE
1921,10,2,Argentina,Brazil,1,0,South American Champ,Argentina,FALSE
1921,10,2,Chile,Argentina,1,1,Friendly,Chile,FALSE
1921,10,2,Denmark,Norway,3,1,Friendly,Denmark,FALSE
1921,10,7,Spain,Belgium,2,0,Friendly,Spain,FALSE
1921,10,9,Paraguay,Uruguay,2,1,South American Champ,Argentina,TRUE
1921,10,9,Sweden,Denmark,0,0,Friendly,Sweden,FALSE
1921,10,12,Brazil,Paraguay,3,0,South American Champ,Argentina,TRUE
1921,10,16,Argentina,Paraguay,3,0,South American Champ,Argentina,FALSE
1921,10,22,Northern Ireland,England,1,1,British Championship,Northern Ireland,FALSE
1921,10,23,Uruguay,Brazil,2,1,South American Champ,Argentina,TRUE
1921,10,28,Czechoslovakia,Yugoslavia,6,1,Friendly,Czechoslovakia,FALSE
1921,10,30,Argentina,Uruguay,1,0,South American Champ,Argentina,FALSE
1921,11,2,Uruguay,Paraguay,4,2,Friendly,Uruguay,FALSE
1921,11,6,Hungary,Sweden,4,2,Friendly,Hungary,FALSE
1921,11,6,Switzerland,Italy,1,1,Friendly,Switzerland,FALSE
1921,11,13,France,Netherlands,0,5,Friendly,France,FALSE
1921,11,13,Czechoslovakia,Sweden,2,2,Friendly,Czechoslovakia,FALSE
1921,12,18,Hungary,Poland,1,0,Friendly,Hungary,FALSE
1921,12,18,Spain,Portugal,3,1,Friendly,Spain,FALSE
1922,1,15,Italy,Austria,3,3,Friendly,Italy,FALSE
1922,1,15,France,Belgium,2,1,Friendly,France,FALSE
1922,1,21,Argentina,Uruguay,3,1,Friendly,Argentina,FALSE
1922,1,22,Argentina,Uruguay,1,3,Friendly,Argentina,FALSE
1922,2,4,Wales,Scotland,2,1,British Championship,Wales,FALSE
1922,2,26,Italy,Czechoslovakia,1,1,Friendly,Italy,FALSE
1922,3,4,Scotland,Northern Ireland,2,1,British Championship,Scotland,FALSE
1922,3,13,England,Wales,1,0,British Championship,England,FALSE
1922,3,26,Belgium,Netherlands,4,0,Friendly,Belgium,FALSE
1922,3,26,Germany,Switzerland,2,2,Friendly,Germany,FALSE
1922,4,1,Northern Ireland,Wales,1,1,British Championship,Northern Ireland,FALSE
1922,4,8,England,Scotland,0,1,British Championship,England,FALSE
1922,4,15,Belgium,Denmark,0,0,Friendly,Belgium,FALSE
1922,4,17,Netherlands,Denmark,2,0,Friendly,Netherlands,FALSE
1922,4,23,Austria,Germany,0,2,Friendly,Austria,FALSE
1922,4,30,Hungary,Austria,1,1,Friendly,Hungary,FALSE
